鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,91.67,Unnamed: 4,鄉村區,乙種建築用地,1120517,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,149.35,4,2,4.1,有,無,8580000,57449,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMLNHIGFBQ78CB,上荷院8期,8C區棟13號,Unnamed: 30,來源資料夾,民雄鄉,嘉義縣民雄鄉正義二街,169.25,住,Unnamed: 5,Unnamed: 6,1120813,土地4建物1車位0,242.18,5,25800000,106532,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村20-19號旁,96.48,,一般農業區,甲種建築用地,1120826.0,土地3建物1車位0,185.95,4.0,11380000.0,61199.0,RPPNMLTLQHIGFBQ17CB,上荷院9,9B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村20-19號旁,99.38,,一般農業區,甲種建築用地,1120815.0,土地4建物1車位0,162.21,4.0,10470000.0,64546.0,RPRNMLTLQHIGFBQ37CB,上荷院9,9C棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村20-19號旁,97.89,,一般農業區,甲種建築用地,1120814.0,土地3建物1車位0,171.37,4.0,10990000.0,64130.0,RPSNMLTLQHIGFBQ47CB,上荷院9,9C棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,23.48,1000000.0,,,,,,112_04,朴子市,嘉義縣朴子市開元路,31.27,住,,,1120812.0,土地1建物1車位1,138.24,2.0,9200000.0,71453.0,RPTNMLTLQHIGFBQ57CB,築夢,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,10.0,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,,,4.0,2.0,,有,無,,,坡道平面,32.0,2400000.0,7C原申報書序號:B1QD11207210003、7D原申報書序號:B1QD11207210002，承買人欲將兩戶打通於112年8月20日重新簽訂契約，故予再次申報。,,,,,112_04,中埔鄉,嘉義縣中埔鄉幸福一街與中庄街口,51.69,住,,,1120820.0,土地2建物1車位2,230.13,3.0,18360000.0,80553.0,RPPNMLTLQHIGFDQ37CB,水無月-璞悅,1棟7C+7D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村湖底17-1號旁,88.67,,鄉村區,乙種建築用地,1120825.0,土地3建物1車位0,149.48,4.0,8580000.0,57399.0,RPPNMLKMQHIGFBQ98CB,上荷院8期,8C區棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村湖底17-1號旁,90.67,,鄉村區,乙種建築用地,1120826.0,土地3建物1車位0,149.35,4.0,8580000.0,57449.0,RPQNMLKMQHIGFBQ09CB,上荷院8期,8C區棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,升降機械,8.51,500000.0,,,,,,112_04,朴子市,嘉義縣朴子市開元路,28.18,住,,,1120828.0,土地1建物1車位1,111.78,2.0,7600000.0,68752.0,RPQNMLLJRHIGFBQ98CB,築夢,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉社溝,104.4,,特定農業區,甲種建築用地,1120830.0,土地1建物1車位0,226.66,5.0,16450000.0,72576.0,RPPNMLLJRHIGFCQ98CB,官邸,A 11棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉正義一街,133.51,住,,,1120825.0,土地9建物1車位0,195.5,4.0,16700000.0,85422.0,RPPNMLPJRHIGFCQ76CB,中正-森學院,C棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120819.0,土地1建物1車位1,107.27,2.0,8850000.0,82302.0,RPPNMLPJRHIGFDQ86CB,清景麟嘉科,B棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120820.0,土地1建物1車位1,128.92,2.0,11290000.0,86618.0,RPQNMLPJRHIGFDQ96CB,清景麟嘉科,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120822.0,土地1建物1車位1,107.31,2.0,9370000.0,88165.0,RPRNMLPJRHIGFDQ07CB,清景麟嘉科,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,38.36,3350000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120820.0,土地1建物1車位2,126.49,2.0,11070000.0,87598.0,RPSNMLPJRHIGFDQ17CB,清景麟嘉科,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120820.0,土地1建物1車位1,133.08,2.0,11350000.0,84723.0,RPTNMLPJRHIGFDQ27CB,清景麟嘉科,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120821.0,土地1建物1車位1,133.08,2.0,10700000.0,79895.0,RPUNMLPJRHIGFDQ37CB,清景麟嘉科,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120821.0,土地1建物1車位1,107.31,2.0,8840000.0,82151.0,RPVNMLPJRHIGFDQ47CB,清景麟嘉科,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1500000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120819.0,土地1建物1車位1,105.24,2.0,8880000.0,83683.0,RPWNMLPJRHIGFDQ57CB,清景麟嘉科,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120826.0,土地1建物1車位1,133.08,2.0,11210000.0,84372.0,RPXNMLPJRHIGFDQ67CB,清景麟嘉科,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市嘉16線,108.69,,鄉村區,乙種建築用地,1120812.0,土地1建物1車位0,272.1,6.0,14600000.0,53657.0,RPPNMLQJRHIGFBQ76CB,長青易居,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,31.99,1500000.0,,,,,,112_04,朴子市,嘉義縣朴子市開元路,31.27,住,,,1120904.0,土地1建物1車位2,146.75,2.0,9420000.0,69014.0,RPQNMLQJRHIGFBQ86CB,築夢,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120902.0,土地1建物1車位1,107.31,2.0,9460000.0,89186.0,RPPNMLLKRHIGFDQ56CB,清景麟嘉科,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120905.0,土地1建物1車位1,111.41,2.0,9920000.0,88173.0,RPQNMLLKRHIGFDQ66CB,清景麟嘉科,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120903.0,土地1建物1車位1,131.05,2.0,11350000.0,86261.0,RPRNMLLKRHIGFDQ76CB,清景麟嘉科,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120903.0,土地1建物1車位1,107.37,2.0,9170000.0,85837.0,RPSNMLLKRHIGFDQ86CB,清景麟嘉科,B棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,1.0,透天厝,住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,0.0,0.0,,,,,,112_04,水上鄉,嘉義縣水上鄉粗溪新段，在吉承冷凍對面小路走600公尺再右轉200公尺,230.96,,特定專用區,甲種建築用地,1120909.0,土地1建物1車位1,119.12,2.0,8500000.0,71357.0,RPPNMLNKRHIGFDQ86DB,大院子,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,大林鎮,嘉義縣大林鎮民生北路,26.69,住,,,1120902.0,土地1建物1車位0,73.07,1.0,4980000.0,68154.0,RPPNMLOKRHIGFCQ76CB,民生馥儷,3B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉正義一街,147.34,住,,,1120911.0,土地9建物1車位0,228.9,3.0,18200000.0,79511.0,RPPNMLRKRHIGFCQ07CB,中正-森學院,C棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,29.27,1200000.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉民文段,34.78,住,,,1120824.0,土地1建物1車位1,141.74,2.0,8900000.0,68463.0,RPQNMLRKRHIGFCQ17CB,民雄帝標,5A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,東石鄉,嘉義縣東石鄉蔦松村20-19號旁,96.48,,一般農業區,甲種建築用地,1120828.0,土地4建物1車位0,162.21,4.0,10527000.0,64897.0,RPPNMLKLRHIGFBQ98CB,上荷院9,9B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,3.0,,有,無,,,,0.0,0.0,,,,,,112_04,大林鎮,嘉義縣大林鎮林頭,118.37,,鄉村區,乙種建築用地,1120916.0,土地2建物1車位0,173.42,4.0,10380000.0,59855.0,RPPNMLKLRHIGFCQ09CB,新社團三期,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,,有,無,,,一樓平面,27.5,0.0,,,,,,112_04,朴子市,嘉義縣朴子市嘉16線,147.75,,鄉村區,乙種建築用地,1120828.0,土地1建物1車位2,272.1,6.0,15600000.0,57332.0,RPPNMLLLRHIGFBQ09CB,長青易居,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120915.0,土地1建物1車位1,113.54,2.0,9670000.0,84464.0,RPPNMLNLRHIGFDQ86CB,清景麟嘉科,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,1121007全部解約,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120909.0,土地1建物1車位1,113.54,2.0,10100000.0,89021.0,RPQNMLNLRHIGFDQ96CB,清景麟嘉科,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120916.0,土地1建物1車位1,105.18,2.0,9370000.0,88165.0,RPRNMLNLRHIGFDQ07CB,清景麟嘉科,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,21.22,1650000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120916.0,土地1建物1車位1,109.35,2.0,9470000.0,88733.0,RPSNMLNLRHIGFDQ17CB,清景麟嘉科,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1500000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120909.0,土地1建物1車位1,130.95,2.0,11120000.0,84460.0,RPTNMLNLRHIGFDQ27CB,清景麟嘉科,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120917.0,土地1建物1車位1,113.54,2.0,10150000.0,90610.0,RPVNMLNLRHIGFDQ47CB,清景麟嘉科,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,17.05,1500000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120907.0,土地1建物1車位1,111.41,2.0,9720000.0,87113.0,RPWNMLNLRHIGFDQ57CB,清景麟嘉科,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120906.0,土地1建物1車位1,131.05,2.0,11400000.0,87602.0,RPXNMLNLRHIGFDQ67CB,清景麟嘉科,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120908.0,土地1建物1車位1,131.05,2.0,11250000.0,85367.0,RPOOMLNLRHIGFDQ86CB,清景麟嘉科,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120916.0,土地1建物1車位1,107.31,2.0,9300000.0,87371.0,RPPOMLNLRHIGFDQ96CB,清景麟嘉科,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120907.0,土地1建物1車位1,107.21,2.0,9000000.0,84062.0,RPQOMLNLRHIGFDQ07CB,清景麟嘉科,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,21.31,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120917.0,土地1建物1車位1,135.21,2.0,11250000.0,83845.0,RPSOMLNLRHIGFDQ27CB,清景麟嘉科,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.41,住,,,1120907.0,土地1建物1車位1,107.37,2.0,8950000.0,82209.0,RPTOMLNLRHIGFDQ37CB,清景麟嘉科,B棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,2.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉葉子寮,208.0,,鄉村區,乙種建築用地,1120912.0,土地1建物1車位0,214.13,4.0,13000000.0,60711.0,RPPNMLQLRHIGFCQ07CB,民雄日見山,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,民雄鄉,嘉義縣民雄鄉福樂段142地號,15.37,商,,,1120922.0,土地1建物1車位0,91.71,2.0,6850000.0,74692.0,RPPNMLRLRHIGFCQ17CB,領袖,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120909.0,土地1建物1車位1,107.31,2.0,9300000.0,87371.0,RPPNMLSLRHIGFDQ37CB,清景麟嘉科,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120915.0,土地1建物1車位1,133.09,2.0,10880000.0,81468.0,RPQNMLSLRHIGFDQ47CB,清景麟嘉科,A棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_04,朴子市,嘉義縣朴子市?溪口,120.91,,鄉村區,乙種建築用地,1120914.0,土地4建物1車位0,168.62,4.0,11600000.0,68794.0,RPPNMLLJIIIGFBQ18DB,嘉科鑫境,C棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,31.28,1200000.0,,,,,,112_04,水上鄉,嘉義縣水上鄉水上派出所南側300M,38.82,住,,,1120903.0,土地3建物1車位1,123.43,2.0,8500000.0,79219.0,RPPNMLMJIIIGFDQ38CB,東唐漾 A,A棟6F5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120917.0,土地1建物1車位1,131.05,2.0,11150000.0,85367.0,RPPNMLNJIIIGFDQ48CB,清景麟嘉科,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,27.14,住,,,1120917.0,土地1建物1車位1,131.05,2.0,11650000.0,88943.0,RPQNMLNJIIIGFDQ58CB,清景麟嘉科,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1550000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120922.0,土地1建物1車位1,113.54,2.0,10130000.0,90928.0,RPRNMLNJIIIGFDQ68CB,清景麟嘉科,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1700000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,22.9,住,,,1120916.0,土地1建物1車位1,113.54,2.0,10130000.0,89339.0,RPSNMLNJIIIGFDQ78CB,清景麟嘉科,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,19.18,1600000.0,,,,,,112_04,太保市,嘉義縣太保市太保三路與縣府三街交叉口,21.36,住,,,1120915.0,土地1建物1車位1,107.31,2.0,9310000.0,87484.0,RPTNMLNJIIIGFDQ88CB,清景麟嘉科,B棟6號
